Detailed Statistics Arrivals  
Destination Airport: New York, NY: John F. Kennedy International (JFK)
Airline: Hawaiian Airlines Inc. (HA)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2015, 2016, 2017, 2018 and 2019

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time
"HA","03/07/2019","0050","N391HA","HNL","06:55","07:03"
"HA","03/08/2015","0050","N385HA","HNL","06:55","06:22"
"HA","03/08/2016","0050","N389HA","HNL","06:55","06:22"
"HA","03/08/2017","0050","N386HA","HNL","06:55","06:36"
"HA","03/08/2018","0050","N388HA","HNL","06:55","06:39"
"HA","03/08/2019","0050","N383HA","HNL","06:55","06:38"
"HA","03/09/2016","0050","N379HA","HNL","06:55","06:16"
"HA","03/09/2017","0050","N388HA","HNL","06:55","06:24"
"HA","03/09/2018","0050","N391HA","HNL","06:55","06:53"
"HA","03/09/2019","0050","N370HA","HNL","06:55","06:53"
"HA","03/10/2016","0050","N380HA","HNL","06:55","06:34"
"HA","03/10/2017","0050","N395HA","HNL","06:55","06:57"
"HA","03/10/2018","0050","N360HA","HNL","06:55","07:11"
"HA","03/10/2019","0050","N391HA","HNL","06:55","07:38"
"HA","03/11/2015","0050","N370HA","HNL","06:55","06:30"
"HA","03/11/2016","0050","N382HA","HNL","06:55","06:47"
"HA","03/11/2017","0050","N386HA","HNL","06:55","06:42"
"HA","03/11/2018","0050","N373HA","HNL","06:55","06:45"
"HA","03/11/2019","0050","N383HA","HNL","06:55","07:19"
"HA","03/12/2015","0050","N375HA","HNL","06:55","06:33"
"HA","03/12/2016","0050","N379HA","HNL","07:55","07:56"
"HA","03/12/2017","0050","N386HA","HNL","06:55","08:45"
"HA","03/12/2018","0050","N382HA","HNL","06:55","06:43"
"HA","03/12/2019","0050","N378HA","HNL","06:55","06:20"
"HA","03/13/2015","0050","N373HA","HNL","06:55","06:30"
"HA","03/13/2016","0050","N391HA","HNL","06:55","06:39"
"HA","03/13/2017","0050","","HNL","06:55","00:00"
"HA","03/13/2018","0050","N379HA","HNL","06:55","06:53"
"HA","03/13/2019","0050","N370HA","HNL","06:55","07:13"
"HA","03/14/2015","0050","N386HA","HNL","06:55","08:00"
"HA","03/14/2016","0050","N382HA","HNL","06:55","06:54"
